id,predicted_genre
208,['Cerpen Remaja']
209,"['Cerpen Anak', 'Cerpen Keluarga']"
210,['Cerpen Cinta']
211,['Cerpen Cinta Sedih']
212,['Cerpen Cinta']
213,[]
214,['Cerpen Keluarga']
215,"['Cerpen Cinta', 'Cerpen Remaja']"
216,"['Cerpen Keluarga', 'Cerpen Sedih']"
217,['Cerpen Sedih']
218,['Cerpen Keluarga']
219,['Cerpen Cinta']
220,"['Cerpen Cinta', 'Cerpen Patah Hati']"
221,[]
222,[]
223,['Cerpen Keluarga']
224,['Cerpen Cinta Sedih']
225,['Cerpen Cinta']
226,[]
227,['Cerpen Keluarga']
228,"['Cerpen Cinta', 'Cerpen Cinta Sedih']"
229,[]
230,"['Cerpen Cinta', 'Cerpen Remaja']"
231,"['Cerpen Cinta', 'Cerpen Sedih']"
232,[]
233,['Cerpen Remaja']
234,[]
235,['Cerpen Keluarga']
236,['Cerpen Fantasi (Fiksi)']
237,[]
238,['Cerpen Cinta Sedih']
239,"['Cerpen Cinta', 'Cerpen Remaja']"
240,"['Cerpen Kehidupan', 'Cerpen Keluarga', 'Cerpen Sedih']"
241,['Cerpen Persahabatan']
242,['Cerpen Keluarga']
243,[]
244,"['Cerpen Keluarga', 'Cerpen Sedih']"
245,['Cerpen Cinta Sedih']
246,['Cerpen Remaja']
247,[]
248,[]
249,"['Cerpen Cinta', 'Cerpen Cinta Sedih', 'Cerpen Remaja']"
250,[]
251,"['Cerpen Cinta Sedih', 'Cerpen Persahabatan', 'Cerpen Sedih']"
252,['Cerpen Anak']
253,['Cerpen Keluarga']
254,[]
255,[]
256,"['Cerpen Cinta', 'Cerpen Patah Hati', 'Cerpen Remaja']"
257,['Cerpen Anak']
258,['Cerpen Remaja']
259,[]
260,"['Cerpen Fantasi (Fiksi)', 'Cerpen Keluarga', 'Cerpen Sedih']"
261,['Cerpen Remaja']
262,['Cerpen Cinta']
263,['Cerpen Kehidupan']
264,['Cerpen Cinta Sedih']
265,"['Cerpen Cinta', 'Cerpen Patah Hati']"
266,['Cerpen Persahabatan']
267,"['Cerpen Anak', 'Cerpen Persahabatan']"
268,['Cerpen Anak']
269,"['Cerpen Cinta', 'Cerpen Persahabatan']"
270,[]
271,['Cerpen Anak']
272,[]
273,[]
274,['Cerpen Anak']
275,['Cerpen Remaja']
276,['Cerpen Anak']
277,['Cerpen Anak']
278,"['Cerpen Persahabatan', 'Cerpen Sedih']"
279,[]
280,"['Cerpen Anak', 'Cerpen Keluarga']"
281,"['Cerpen Anak', 'Cerpen Remaja']"
282,['Cerpen Anak']
283,['Cerpen Cinta']
284,[]
285,['Cerpen Keluarga']
286,['Cerpen Fantasi (Fiksi)']
287,['Cerpen Keluarga']
288,"['Cerpen Keluarga', 'Cerpen Sedih']"
289,['Cerpen Persahabatan']
290,[]
291,"['Cerpen Keluarga', 'Cerpen Sedih']"
292,['Cerpen Anak']
293,['Cerpen Persahabatan']
294,['Cerpen Cinta']
295,[]
296,['Cerpen Fantasi (Fiksi)']
297,['Cerpen Persahabatan']
298,"['Cerpen Fantasi (Fiksi)', 'Cerpen Kehidupan']"
299,['Cerpen Cinta Sedih']
300,['Cerpen Kehidupan']
301,['Cerpen Fantasi (Fiksi)']
302,[]
303,['Cerpen Keluarga']
304,['Cerpen Remaja']
305,"['Cerpen Anak', 'Cerpen Fantasi (Fiksi)', 'Cerpen Persahabatan']"
306,['Cerpen Cinta']
307,"['Cerpen Persahabatan', 'Cerpen Sedih']"
308,"['Cerpen Cinta', 'Cerpen Remaja']"
309,['Cerpen Cinta Sedih']
310,['Cerpen Kehidupan']
311,['Cerpen Persahabatan']
312,"['Cerpen Keluarga', 'Cerpen Sedih']"
313,['Cerpen Cinta']
314,['Cerpen Persahabatan']
315,['Cerpen Cinta']
316,['Cerpen Keluarga']
317,"['Cerpen Cinta Sedih', 'Cerpen Sedih']"
318,['Cerpen Remaja']
319,"['Cerpen Anak', 'Cerpen Keluarga', 'Cerpen Sedih']"
320,['Cerpen Remaja']
321,"['Cerpen Fantasi (Fiksi)', 'Cerpen Kehidupan']"
322,['Cerpen Keluarga']
323,[]
324,['Cerpen Remaja']
325,"['Cerpen Cinta Sedih', 'Cerpen Remaja']"
326,"['Cerpen Anak', 'Cerpen Fantasi (Fiksi)']"
327,['Cerpen Keluarga']
328,"['Cerpen Patah Hati', 'Cerpen Remaja']"
329,['Cerpen Patah Hati']
330,"['Cerpen Kehidupan', 'Cerpen Keluarga']"
331,"['Cerpen Cinta', 'Cerpen Patah Hati']"
332,"['Cerpen Cinta', 'Cerpen Patah Hati', 'Cerpen Remaja']"
333,['Cerpen Sedih']
334,[]
335,['Cerpen Persahabatan']
336,[]
337,['Cerpen Keluarga']
338,['Cerpen Cinta Sedih']
339,['Cerpen Anak']
340,[]
341,[]
342,['Cerpen Kehidupan']
343,['Cerpen Cinta Sedih']
344,"['Cerpen Keluarga', 'Cerpen Sedih']"
345,[]
346,['Cerpen Remaja']
347,['Cerpen Remaja']
348,['Cerpen Cinta']
349,[]
350,['Cerpen Cinta']
351,['Cerpen Anak']
352,['Cerpen Fantasi (Fiksi)']
353,['Cerpen Cinta']
354,['Cerpen Fantasi (Fiksi)']
355,['Cerpen Kehidupan']
356,"['Cerpen Keluarga', 'Cerpen Sedih']"
357,[]
358,"['Cerpen Cinta', 'Cerpen Keluarga']"
359,['Cerpen Fantasi (Fiksi)']
360,['Cerpen Keluarga']
361,"['Cerpen Anak', 'Cerpen Fantasi (Fiksi)']"
362,"['Cerpen Persahabatan', 'Cerpen Remaja']"
363,[]
364,['Cerpen Remaja']
365,['Cerpen Anak']
366,['Cerpen Anak']
367,[]
368,['Cerpen Cinta']
369,[]
370,"['Cerpen Cinta', 'Cerpen Cinta Sedih']"
371,"['Cerpen Anak', 'Cerpen Persahabatan']"
372,['Cerpen Persahabatan']
373,[]
374,['Cerpen Keluarga']
375,['Cerpen Kehidupan']
376,['Cerpen Remaja']
377,[]
378,"['Cerpen Keluarga', 'Cerpen Sedih']"
379,[]
380,"['Cerpen Cinta Sedih', 'Cerpen Sedih']"
381,['Cerpen Cinta']
382,[]
383,[]
384,[]
385,"['Cerpen Cinta Sedih', 'Cerpen Patah Hati']"
386,['Cerpen Cinta']
387,['Cerpen Remaja']
388,"['Cerpen Keluarga', 'Cerpen Sedih']"
389,[]
390,['Cerpen Remaja']
391,[]
392,['Cerpen Anak']
393,[]
394,"['Cerpen Kehidupan', 'Cerpen Sedih']"
395,['Cerpen Persahabatan']
396,['Cerpen Remaja']
397,[]
398,[]
399,['Cerpen Cinta']
400,"['Cerpen Kehidupan', 'Cerpen Keluarga', 'Cerpen Sedih']"
401,"['Cerpen Keluarga', 'Cerpen Sedih']"
402,"['Cerpen Cinta', 'Cerpen Cinta Sedih', 'Cerpen Patah Hati']"
403,['Cerpen Cinta']
404,['Cerpen Cinta']
405,[]
406,[]
407,['Cerpen Persahabatan']
408,"['Cerpen Cinta', 'Cerpen Patah Hati']"
409,"['Cerpen Anak', 'Cerpen Persahabatan']"
410,"['Cerpen Patah Hati', 'Cerpen Remaja']"
411,['Cerpen Anak']
412,[]
413,['Cerpen Cinta']
414,['Cerpen Remaja']
415,['Cerpen Anak']
416,['Cerpen Anak']
417,['Cerpen Persahabatan']
418,['Cerpen Keluarga']
419,[]
420,"['Cerpen Cinta Sedih', 'Cerpen Keluarga', 'Cerpen Sedih']"
421,['Cerpen Cinta Sedih']
422,"['Cerpen Persahabatan', 'Cerpen Remaja']"
423,"['Cerpen Patah Hati', 'Cerpen Persahabatan']"
424,"['Cerpen Persahabatan', 'Cerpen Remaja']"
425,"['Cerpen Cinta Sedih', 'Cerpen Keluarga', 'Cerpen Persahabatan']"
426,['Cerpen Kehidupan']
427,['Cerpen Keluarga']
428,['Cerpen Cinta Sedih']
429,['Cerpen Anak']
430,"['Cerpen Keluarga', 'Cerpen Remaja']"
431,[]
432,[]
433,[]
434,[]
435,[]
436,['Cerpen Keluarga']
437,['Cerpen Sedih']
438,"['Cerpen Cinta', 'Cerpen Cinta Sedih']"
439,"['Cerpen Cinta', 'Cerpen Remaja']"
440,['Cerpen Cinta Sedih']
441,['Cerpen Remaja']
442,['Cerpen Persahabatan']
443,[]
444,"['Cerpen Cinta', 'Cerpen Remaja']"
445,[]
446,['Cerpen Cinta']
447,['Cerpen Persahabatan']
448,[]
449,[]
450,"['Cerpen Keluarga', 'Cerpen Sedih']"
451,"['Cerpen Kehidupan', 'Cerpen Keluarga']"
452,"['Cerpen Cinta', 'Cerpen Remaja']"
453,"['Cerpen Cinta', 'Cerpen Keluarga']"
454,['Cerpen Cinta']
455,[]
456,['Cerpen Remaja']
457,['Cerpen Cinta']
458,"['Cerpen Keluarga', 'Cerpen Sedih']"
459,['Cerpen Cinta']
460,"['Cerpen Persahabatan', 'Cerpen Remaja']"
461,[]
462,['Cerpen Cinta Sedih']
463,['Cerpen Persahabatan']
464,['Cerpen Cinta']
465,['Cerpen Keluarga']
466,[]
467,['Cerpen Cinta']
468,['Cerpen Persahabatan']
469,[]
470,[]
471,['Cerpen Keluarga']
472,['Cerpen Persahabatan']
473,['Cerpen Cinta']
474,['Cerpen Fantasi (Fiksi)']
475,['Cerpen Keluarga']
476,['Cerpen Cinta Sedih']
477,"['Cerpen Kehidupan', 'Cerpen Remaja']"
478,['Cerpen Anak']
479,[]
480,[]
481,['Cerpen Keluarga']
482,['Cerpen Remaja']
483,"['Cerpen Persahabatan', 'Cerpen Sedih']"
484,[]
485,[]
486,['Cerpen Patah Hati']
487,['Cerpen Cinta']
488,[]
489,['Cerpen Anak']
490,[]
491,['Cerpen Persahabatan']
492,"['Cerpen Kehidupan', 'Cerpen Keluarga']"
493,['Cerpen Kehidupan']
494,"['Cerpen Cinta', 'Cerpen Remaja']"
495,[]
496,[]
497,['Cerpen Persahabatan']
498,['Cerpen Cinta']
499,"['Cerpen Fantasi (Fiksi)', 'Cerpen Persahabatan']"
500,[]
501,['Cerpen Anak']
502,['Cerpen Fantasi (Fiksi)']
503,[]
504,"['Cerpen Fantasi (Fiksi)', 'Cerpen Sedih']"
505,['Cerpen Kehidupan']
506,[]
507,"['Cerpen Cinta Sedih', 'Cerpen Sedih']"
508,[]
509,"['Cerpen Keluarga', 'Cerpen Sedih']"
510,[]
511,['Cerpen Anak']
512,[]
513,['Cerpen Kehidupan']
514,[]
515,"['Cerpen Anak', 'Cerpen Keluarga']"
516,['Cerpen Remaja']
517,[]
518,['Cerpen Persahabatan']
519,[]
520,[]
521,['Cerpen Cinta']
522,['Cerpen Persahabatan']
523,['Cerpen Remaja']
524,['Cerpen Kehidupan']
525,"['Cerpen Cinta', 'Cerpen Remaja']"
526,['Cerpen Cinta']
527,[]
528,"['Cerpen Keluarga', 'Cerpen Sedih']"
529,[]
530,[]
531,['Cerpen Anak']
532,['Cerpen Sedih']
533,['Cerpen Anak']
534,"['Cerpen Kehidupan', 'Cerpen Keluarga']"
535,[]
536,[]
537,"['Cerpen Cinta', 'Cerpen Persahabatan']"
538,"['Cerpen Cinta', 'Cerpen Remaja']"
539,"['Cerpen Cinta', 'Cerpen Patah Hati']"
540,['Cerpen Cinta']
541,"['Cerpen Kehidupan', 'Cerpen Keluarga']"
542,"['Cerpen Anak', 'Cerpen Persahabatan', 'Cerpen Sedih']"
543,[]
544,['Cerpen Keluarga']
545,['Cerpen Cinta']
546,"['Cerpen Kehidupan', 'Cerpen Keluarga', 'Cerpen Sedih']"
547,['Cerpen Fantasi (Fiksi)']
548,['Cerpen Fantasi (Fiksi)']
549,[]
550,"['Cerpen Kehidupan', 'Cerpen Sedih']"
551,['Cerpen Cinta']
552,"['Cerpen Cinta', 'Cerpen Remaja']"
553,"['Cerpen Anak', 'Cerpen Persahabatan']"
554,"['Cerpen Cinta', 'Cerpen Persahabatan']"
555,['Cerpen Keluarga']
556,['Cerpen Keluarga']
557,"['Cerpen Cinta', 'Cerpen Remaja']"
558,[]
559,"['Cerpen Cinta', 'Cerpen Patah Hati', 'Cerpen Remaja']"
560,"['Cerpen Anak', 'Cerpen Fantasi (Fiksi)']"
561,"['Cerpen Anak', 'Cerpen Persahabatan']"
562,['Cerpen Remaja']
563,['Cerpen Keluarga']
564,"['Cerpen Cinta Sedih', 'Cerpen Fantasi (Fiksi)']"
565,"['Cerpen Anak', 'Cerpen Fantasi (Fiksi)']"
566,[]
567,['Cerpen Keluarga']
568,"['Cerpen Cinta Sedih', 'Cerpen Sedih']"
569,"['Cerpen Anak', 'Cerpen Keluarga']"
570,[]
571,['Cerpen Cinta Sedih']
572,['Cerpen Cinta Sedih']
573,"['Cerpen Patah Hati', 'Cerpen Persahabatan', 'Cerpen Remaja']"
574,['Cerpen Fantasi (Fiksi)']
575,['Cerpen Cinta']
576,['Cerpen Cinta Sedih']
577,['Cerpen Cinta']
578,['Cerpen Cinta']
579,['Cerpen Cinta Sedih']
580,['Cerpen Kehidupan']
581,"['Cerpen Cinta', 'Cerpen Persahabatan']"
582,[]
583,['Cerpen Cinta']
584,"['Cerpen Keluarga', 'Cerpen Remaja']"
585,"['Cerpen Cinta', 'Cerpen Patah Hati']"
586,['Cerpen Cinta']
587,['Cerpen Remaja']
588,"['Cerpen Cinta', 'Cerpen Remaja']"
589,['Cerpen Keluarga']
590,['Cerpen Cinta']
591,[]
592,"['Cerpen Keluarga', 'Cerpen Sedih']"
593,['Cerpen Cinta']
594,['Cerpen Persahabatan']
595,['Cerpen Remaja']
596,['Cerpen Cinta Sedih']
597,['Cerpen Keluarga']
598,['Cerpen Cinta']
599,"['Cerpen Kehidupan', 'Cerpen Keluarga']"
600,['Cerpen Cinta']
601,['Cerpen Persahabatan']
602,"['Cerpen Cinta', 'Cerpen Remaja']"
603,"['Cerpen Persahabatan', 'Cerpen Sedih']"
604,[]
605,['Cerpen Cinta']
606,['Cerpen Fantasi (Fiksi)']
607,[]
608,['Cerpen Persahabatan']
609,['Cerpen Remaja']
610,"['Cerpen Cinta', 'Cerpen Cinta Sedih', 'Cerpen Persahabatan']"
611,['Cerpen Remaja']
612,"['Cerpen Persahabatan', 'Cerpen Remaja']"
613,['Cerpen Keluarga']
614,['Cerpen Cinta']
615,['Cerpen Anak']
616,"['Cerpen Cinta', 'Cerpen Persahabatan', 'Cerpen Remaja']"
617,"['Cerpen Anak', 'Cerpen Keluarga', 'Cerpen Persahabatan']"
618,[]
619,[]
620,[]
621,['Cerpen Kehidupan']
622,[]
623,['Cerpen Cinta']
624,[]
625,['Cerpen Keluarga']
626,[]
627,['Cerpen Persahabatan']
628,"['Cerpen Anak', 'Cerpen Persahabatan']"
629,"['Cerpen Anak', 'Cerpen Keluarga']"
630,"['Cerpen Keluarga', 'Cerpen Sedih']"
631,"['Cerpen Fantasi (Fiksi)', 'Cerpen Persahabatan']"
632,"['Cerpen Anak', 'Cerpen Persahabatan']"
633,['Cerpen Keluarga']
634,"['Cerpen Cinta', 'Cerpen Fantasi (Fiksi)']"
635,['Cerpen Anak']
636,['Cerpen Cinta']
637,['Cerpen Cinta Sedih']
638,['Cerpen Keluarga']
639,['Cerpen Anak']
640,[]
641,"['Cerpen Cinta', 'Cerpen Remaja']"
642,['Cerpen Persahabatan']
643,[]
644,[]
645,[]
646,['Cerpen Anak']
647,['Cerpen Cinta Sedih']
648,"['Cerpen Keluarga', 'Cerpen Sedih']"
649,['Cerpen Persahabatan']
650,[]
651,"['Cerpen Cinta', 'Cerpen Cinta Sedih']"
652,['Cerpen Kehidupan']
653,['Cerpen Anak']
654,['Cerpen Anak']
655,['Cerpen Anak']
656,"['Cerpen Cinta Sedih', 'Cerpen Keluarga', 'Cerpen Sedih']"
657,"['Cerpen Cinta Sedih', 'Cerpen Sedih']"
658,['Cerpen Anak']
659,['Cerpen Anak']
660,['Cerpen Sedih']
661,['Cerpen Keluarga']
662,['Cerpen Patah Hati']
663,['Cerpen Cinta Sedih']
664,['Cerpen Anak']
665,['Cerpen Patah Hati']
666,[]
667,[]
668,"['Cerpen Patah Hati', 'Cerpen Remaja']"
669,['Cerpen Remaja']
670,['Cerpen Cinta']
671,['Cerpen Anak']
672,['Cerpen Anak']
673,[]
674,['Cerpen Fantasi (Fiksi)']
675,['Cerpen Anak']
676,"['Cerpen Keluarga', 'Cerpen Remaja']"
677,[]
678,['Cerpen Cinta Sedih']
679,['Cerpen Persahabatan']
680,['Cerpen Cinta']
681,"['Cerpen Keluarga', 'Cerpen Sedih']"
682,[]
683,['Cerpen Anak']
684,['Cerpen Cinta']
685,['Cerpen Anak']
686,['Cerpen Keluarga']
687,"['Cerpen Cinta', 'Cerpen Cinta Sedih', 'Cerpen Sedih']"
688,[]
689,['Cerpen Anak']
690,['Cerpen Kehidupan']
691,['Cerpen Cinta']
692,['Cerpen Sedih']
693,"['Cerpen Kehidupan', 'Cerpen Remaja']"
694,['Cerpen Cinta Sedih']
695,['Cerpen Keluarga']
696,['Cerpen Anak']
697,['Cerpen Keluarga']
698,"['Cerpen Anak', 'Cerpen Persahabatan']"
699,['Cerpen Remaja']
700,"['Cerpen Cinta', 'Cerpen Cinta Sedih', 'Cerpen Patah Hati']"
701,['Cerpen Keluarga']
702,"['Cerpen Cinta', 'Cerpen Patah Hati']"
703,['Cerpen Cinta']
704,[]
705,['Cerpen Anak']
706,['Cerpen Anak']
707,"['Cerpen Cinta', 'Cerpen Remaja']"
708,"['Cerpen Keluarga', 'Cerpen Sedih']"
709,"['Cerpen Cinta', 'Cerpen Cinta Sedih']"
710,"['Cerpen Cinta', 'Cerpen Cinta Sedih']"
711,"['Cerpen Cinta', 'Cerpen Remaja']"
712,['Cerpen Anak']
713,['Cerpen Anak']
714,['Cerpen Anak']
715,['Cerpen Keluarga']
716,[]
717,['Cerpen Remaja']
718,['Cerpen Anak']
719,['Cerpen Anak']
720,['Cerpen Cinta Sedih']
721,"['Cerpen Cinta Sedih', 'Cerpen Keluarga', 'Cerpen Sedih']"
722,['Cerpen Cinta Sedih']
723,['Cerpen Anak']
724,"['Cerpen Anak', 'Cerpen Persahabatan']"
725,['Cerpen Anak']
726,['Cerpen Cinta']
727,[]
728,[]
729,['Cerpen Keluarga']
730,"['Cerpen Fantasi (Fiksi)', 'Cerpen Persahabatan', 'Cerpen Sedih']"
731,['Cerpen Cinta']
732,['Cerpen Keluarga']
733,['Cerpen Cinta']
734,[]
735,"['Cerpen Persahabatan', 'Cerpen Sedih']"
736,['Cerpen Anak']
737,['Cerpen Persahabatan']
738,['Cerpen Cinta Sedih']
739,['Cerpen Kehidupan']
740,[]
741,['Cerpen Cinta']
742,"['Cerpen Cinta', 'Cerpen Remaja']"
743,"['Cerpen Cinta', 'Cerpen Cinta Sedih']"
744,['Cerpen Cinta']
745,['Cerpen Cinta']
746,"['Cerpen Cinta', 'Cerpen Cinta Sedih']"
747,"['Cerpen Cinta', 'Cerpen Cinta Sedih', 'Cerpen Remaja']"
748,[]
749,['Cerpen Cinta']
750,['Cerpen Persahabatan']
751,['Cerpen Remaja']
752,[]
753,[]
754,"['Cerpen Persahabatan', 'Cerpen Remaja']"
755,"['Cerpen Cinta Sedih', 'Cerpen Sedih']"
756,['Cerpen Remaja']
757,[]
758,[]
759,[]
760,"['Cerpen Anak', 'Cerpen Keluarga']"
761,[]
762,[]
763,"['Cerpen Cinta', 'Cerpen Cinta Sedih', 'Cerpen Patah Hati']"
764,['Cerpen Keluarga']
765,['Cerpen Anak']
766,['Cerpen Anak']
767,"['Cerpen Persahabatan', 'Cerpen Sedih']"
768,['Cerpen Cinta']
769,['Cerpen Anak']
770,['Cerpen Fantasi (Fiksi)']
771,['Cerpen Anak']
772,['Cerpen Cinta']
773,['Cerpen Persahabatan']
774,"['Cerpen Anak', 'Cerpen Persahabatan', 'Cerpen Sedih']"
775,['Cerpen Remaja']
776,[]
777,['Cerpen Keluarga']
778,['Cerpen Cinta']
779,[]
780,"['Cerpen Anak', 'Cerpen Remaja']"
781,[]
782,[]
783,"['Cerpen Cinta', 'Cerpen Persahabatan']"
784,['Cerpen Cinta']
785,['Cerpen Kehidupan']
786,[]
787,['Cerpen Anak']
788,[]
789,['Cerpen Cinta Sedih']
790,['Cerpen Anak']
791,['Cerpen Cinta Sedih']
792,['Cerpen Remaja']
793,['Cerpen Kehidupan']
794,['Cerpen Persahabatan']
795,['Cerpen Anak']
796,['Cerpen Cinta']
797,[]
798,[]
799,['Cerpen Cinta Sedih']
800,"['Cerpen Anak', 'Cerpen Persahabatan']"
801,['Cerpen Remaja']
802,['Cerpen Keluarga']
803,[]
804,['Cerpen Remaja']
805,['Cerpen Cinta']
806,['Cerpen Cinta Sedih']
807,[]
808,"['Cerpen Persahabatan', 'Cerpen Sedih']"
809,[]
810,"['Cerpen Cinta Sedih', 'Cerpen Persahabatan']"
811,['Cerpen Anak']
812,[]
813,[]
814,['Cerpen Fantasi (Fiksi)']
815,"['Cerpen Cinta', 'Cerpen Patah Hati']"
816,['Cerpen Cinta']
817,['Cerpen Persahabatan']
818,[]
819,['Cerpen Anak']
820,"['Cerpen Fantasi (Fiksi)', 'Cerpen Keluarga']"
821,[]
822,['Cerpen Keluarga']
823,['Cerpen Cinta']
824,['Cerpen Remaja']
