id,predicted_genre
60,[]
61,"['Cerpen Persahabatan', 'Cerpen Remaja', 'Cerpen Cinta']"
62,"['Cerpen Cinta Sedih', 'Cerpen Cinta']"
63,"['Cerpen Kehidupan', 'Cerpen Keluarga']"
64,"['Cerpen Remaja', 'Cerpen Persahabatan', 'Cerpen Cinta', 'Cerpen Patah Hati']"
65,"['Cerpen Anak', 'Cerpen Persahabatan', 'Cerpen Remaja']"
66,['Cerpen Fantasi (Fiksi)']
67,[]
68,[]
69,['Cerpen Kehidupan']
70,"['Cerpen Keluarga', 'Cerpen Sedih']"
71,['Cerpen Cinta Sedih']
72,['Cerpen Cinta Sedih']
73,"['Cerpen Keluarga', 'Cerpen Sedih']"
74,"['Cerpen Cinta Sedih', 'Cerpen Patah Hati', 'Cerpen Cinta', 'Cerpen Sedih']"
75,"['Cerpen Persahabatan', 'Cerpen Remaja']"
76,"['Cerpen Remaja', 'Cerpen Persahabatan']"
77,"['Cerpen Keluarga', 'Cerpen Sedih']"
78,['Cerpen Remaja']
79,"['Cerpen Sedih', 'Cerpen Anak']"
80,"['Cerpen Keluarga', 'Cerpen Cinta Sedih', 'Cerpen Sedih']"
81,"['Cerpen Anak', 'Cerpen Keluarga']"
82,"['Cerpen Keluarga', 'Cerpen Sedih']"
83,"['Cerpen Cinta Sedih', 'Cerpen Keluarga', 'Cerpen Sedih', 'Cerpen Kehidupan']"
84,['Cerpen Cinta Sedih']
85,"['Cerpen Persahabatan', 'Cerpen Cinta', 'Cerpen Remaja']"
86,"['Cerpen Persahabatan', 'Cerpen Cinta', 'Cerpen Remaja']"
87,[]
88,"['Cerpen Kehidupan', 'Cerpen Fantasi (Fiksi)', 'Cerpen Keluarga']"
89,[]
90,[]
91,"['Cerpen Cinta Sedih', 'Cerpen Kehidupan']"
92,"['Cerpen Anak', 'Cerpen Keluarga']"
93,[]
94,"['Cerpen Cinta', 'Cerpen Patah Hati']"
95,[]
96,['Cerpen Kehidupan']
97,"['Cerpen Cinta', 'Cerpen Remaja']"
98,"['Cerpen Cinta', 'Cerpen Cinta Sedih']"
99,['Cerpen Remaja']
100,['Cerpen Cinta']
101,"['Cerpen Persahabatan', 'Cerpen Remaja', 'Cerpen Cinta']"
102,"['Cerpen Anak', 'Cerpen Keluarga', 'Cerpen Persahabatan']"
103,"['Cerpen Anak', 'Cerpen Keluarga', 'Cerpen Kehidupan', 'Cerpen Persahabatan']"
104,['Cerpen Cinta Sedih']
105,"['Cerpen Anak', 'Cerpen Kehidupan', 'Cerpen Fantasi (Fiksi)', 'Cerpen Keluarga', 'Cerpen Sedih']"
106,"['Cerpen Persahabatan', 'Cerpen Cinta', 'Cerpen Remaja', 'Cerpen Patah Hati']"
107,"['Cerpen Cinta Sedih', 'Cerpen Keluarga', 'Cerpen Sedih']"
108,"['Cerpen Kehidupan', 'Cerpen Fantasi (Fiksi)']"
109,"['Cerpen Keluarga', 'Cerpen Sedih']"
110,['Cerpen Fantasi (Fiksi)']
111,[]
112,"['Cerpen Persahabatan', 'Cerpen Anak', 'Cerpen Remaja']"
113,"['Cerpen Persahabatan', 'Cerpen Cinta', 'Cerpen Remaja']"
114,"['Cerpen Persahabatan', 'Cerpen Remaja', 'Cerpen Anak']"
115,[]
116,"['Cerpen Cinta Sedih', 'Cerpen Anak', 'Cerpen Persahabatan', 'Cerpen Keluarga', 'Cerpen Sedih']"
117,"['Cerpen Cinta', 'Cerpen Persahabatan']"
118,"['Cerpen Cinta Sedih', 'Cerpen Cinta', 'Cerpen Patah Hati']"
119,"['Cerpen Persahabatan', 'Cerpen Remaja']"
120,[]
121,"['Cerpen Persahabatan', 'Cerpen Cinta', 'Cerpen Remaja']"
122,['Cerpen Persahabatan']
123,"['Cerpen Persahabatan', 'Cerpen Cinta', 'Cerpen Remaja']"
124,['Cerpen Keluarga']
125,"['Cerpen Cinta Sedih', 'Cerpen Fantasi (Fiksi)']"
126,"['Cerpen Cinta', 'Cerpen Remaja']"
127,"['Cerpen Persahabatan', 'Cerpen Remaja', 'Cerpen Cinta']"
128,"['Cerpen Kehidupan', 'Cerpen Fantasi (Fiksi)', 'Cerpen Sedih', 'Cerpen Keluarga']"
129,"['Cerpen Persahabatan', 'Cerpen Cinta', 'Cerpen Remaja']"
130,[]
131,"['Cerpen Persahabatan', 'Cerpen Anak']"
132,['Cerpen Cinta Sedih']
133,['Cerpen Cinta']
134,"['Cerpen Cinta Sedih', 'Cerpen Patah Hati', 'Cerpen Cinta']"
135,['Cerpen Cinta']
136,['Cerpen Keluarga']
137,"['Cerpen Remaja', 'Cerpen Cinta']"
138,[]
139,"['Cerpen Persahabatan', 'Cerpen Remaja']"
140,[]
141,['Cerpen Fantasi (Fiksi)']
142,['Cerpen Kehidupan']
143,['Cerpen Fantasi (Fiksi)']
144,"['Cerpen Anak', 'Cerpen Keluarga']"
145,"['Cerpen Remaja', 'Cerpen Anak', 'Cerpen Persahabatan']"
146,['Cerpen Cinta Sedih']
147,"['Cerpen Cinta Sedih', 'Cerpen Patah Hati']"
148,"['Cerpen Cinta', 'Cerpen Remaja']"
149,['Cerpen Persahabatan']
150,"['Cerpen Cinta', 'Cerpen Persahabatan']"
151,[]
152,['Cerpen Cinta Sedih']
153,"['Cerpen Anak', 'Cerpen Persahabatan', 'Cerpen Remaja', 'Cerpen Patah Hati']"
154,"['Cerpen Cinta', 'Cerpen Remaja']"
155,[]
156,['Cerpen Keluarga']
157,"['Cerpen Kehidupan', 'Cerpen Keluarga', 'Cerpen Sedih']"
158,"['Cerpen Persahabatan', 'Cerpen Cinta', 'Cerpen Remaja']"
159,['Cerpen Sedih']
160,"['Cerpen Anak', 'Cerpen Fantasi (Fiksi)']"
161,"['Cerpen Anak', 'Cerpen Remaja', 'Cerpen Persahabatan']"
162,[]
163,"['Cerpen Anak', 'Cerpen Remaja', 'Cerpen Keluarga', 'Cerpen Persahabatan']"
164,[]
165,['Cerpen Fantasi (Fiksi)']
166,"['Cerpen Kehidupan', 'Cerpen Keluarga']"
167,"['Cerpen Persahabatan', 'Cerpen Cinta', 'Cerpen Remaja', 'Cerpen Patah Hati']"
168,[]
169,"['Cerpen Anak', 'Cerpen Persahabatan', 'Cerpen Kehidupan', 'Cerpen Keluarga', 'Cerpen Sedih']"
170,['Cerpen Sedih']
171,"['Cerpen Kehidupan', 'Cerpen Fantasi (Fiksi)', 'Cerpen Cinta Sedih']"
172,"['Cerpen Keluarga', 'Cerpen Sedih']"
173,[]
174,"['Cerpen Anak', 'Cerpen Persahabatan', 'Cerpen Remaja', 'Cerpen Keluarga', 'Cerpen Sedih']"
175,"['Cerpen Kehidupan', 'Cerpen Fantasi (Fiksi)', 'Cerpen Keluarga', 'Cerpen Sedih']"
176,"['Cerpen Persahabatan', 'Cerpen Cinta', 'Cerpen Remaja', 'Cerpen Patah Hati']"
177,['Cerpen Cinta Sedih']
178,"['Cerpen Keluarga', 'Cerpen Sedih']"
179,"['Cerpen Kehidupan', 'Cerpen Keluarga', 'Cerpen Sedih']"
180,"['Cerpen Cinta Sedih', 'Cerpen Cinta', 'Cerpen Sedih']"
181,['Cerpen Remaja']
182,['Cerpen Persahabatan']
183,"['Cerpen Kehidupan', 'Cerpen Fantasi (Fiksi)', 'Cerpen Keluarga']"
184,"['Cerpen Persahabatan', 'Cerpen Cinta', 'Cerpen Remaja']"
185,"['Cerpen Cinta Sedih', 'Cerpen Sedih']"
186,"['Cerpen Cinta', 'Cerpen Remaja']"
187,"['Cerpen Persahabatan', 'Cerpen Cinta']"
188,"['Cerpen Remaja', 'Cerpen Cinta']"
189,"['Cerpen Kehidupan', 'Cerpen Keluarga']"
190,['Cerpen Anak']
191,[]
192,[]
193,['Cerpen Cinta Sedih']
194,[]
195,['Cerpen Cinta Sedih']
196,"['Cerpen Keluarga', 'Cerpen Sedih']"
197,"['Cerpen Persahabatan', 'Cerpen Cinta', 'Cerpen Remaja', 'Cerpen Patah Hati']"
198,"['Cerpen Cinta', 'Cerpen Remaja']"
199,"['Cerpen Anak', 'Cerpen Fantasi (Fiksi)']"
200,"['Cerpen Anak', 'Cerpen Fantasi (Fiksi)']"
201,"['Cerpen Cinta', 'Cerpen Remaja']"
202,"['Cerpen Kehidupan', 'Cerpen Fantasi (Fiksi)']"
203,['Cerpen Cinta Sedih']
204,"['Cerpen Persahabatan', 'Cerpen Cinta']"
205,['Cerpen Cinta Sedih']
206,"['Cerpen Cinta', 'Cerpen Remaja']"
207,[]
208,"['Cerpen Persahabatan', 'Cerpen Cinta', 'Cerpen Remaja']"
209,"['Cerpen Anak', 'Cerpen Keluarga']"
210,"['Cerpen Cinta', 'Cerpen Cinta Sedih', 'Cerpen Patah Hati']"
211,"['Cerpen Cinta', 'Cerpen Cinta Sedih']"
212,"['Cerpen Patah Hati', 'Cerpen Cinta Sedih', 'Cerpen Cinta']"
213,[]
214,[]
215,"['Cerpen Remaja', 'Cerpen Cinta']"
216,"['Cerpen Keluarga', 'Cerpen Sedih']"
217,"['Cerpen Cinta Sedih', 'Cerpen Sedih']"
218,"['Cerpen Kehidupan', 'Cerpen Fantasi (Fiksi)', 'Cerpen Keluarga', 'Cerpen Sedih']"
219,"['Cerpen Cinta Sedih', 'Cerpen Cinta', 'Cerpen Patah Hati']"
220,"['Cerpen Cinta Sedih', 'Cerpen Cinta']"
221,[]
222,['Cerpen Cinta Sedih']
223,[]
224,"['Cerpen Cinta Sedih', 'Cerpen Patah Hati', 'Cerpen Cinta']"
225,"['Cerpen Persahabatan', 'Cerpen Cinta', 'Cerpen Remaja']"
226,['Cerpen Cinta']
227,"['Cerpen Keluarga', 'Cerpen Sedih', 'Cerpen Cinta Sedih']"
228,['Cerpen Cinta Sedih']
229,"['Cerpen Remaja', 'Cerpen Cinta']"
230,['Cerpen Persahabatan']
231,"['Cerpen Keluarga', 'Cerpen Sedih']"
232,['Cerpen Keluarga']
233,['Cerpen Remaja']
234,['Cerpen Cinta Sedih']
235,"['Cerpen Keluarga', 'Cerpen Kehidupan']"
236,"['Cerpen Kehidupan', 'Cerpen Fantasi (Fiksi)']"
237,[]
238,['Cerpen Persahabatan']
239,"['Cerpen Patah Hati', 'Cerpen Remaja']"
240,"['Cerpen Sedih', 'Cerpen Keluarga']"
241,"['Cerpen Persahabatan', 'Cerpen Cinta', 'Cerpen Remaja']"
242,"['Cerpen Kehidupan', 'Cerpen Keluarga']"
243,['Cerpen Anak']
244,"['Cerpen Keluarga', 'Cerpen Sedih', 'Cerpen Cinta Sedih']"
245,"['Cerpen Cinta Sedih', 'Cerpen Cinta', 'Cerpen Remaja']"
246,"['Cerpen Remaja', 'Cerpen Anak']"
247,[]
248,"['Cerpen Kehidupan', 'Cerpen Keluarga', 'Cerpen Sedih']"
249,['Cerpen Cinta']
250,"['Cerpen Persahabatan', 'Cerpen Cinta', 'Cerpen Remaja', 'Cerpen Patah Hati']"
251,['Cerpen Sedih']
252,['Cerpen Kehidupan']
253,"['Cerpen Fantasi (Fiksi)', 'Cerpen Keluarga', 'Cerpen Sedih', 'Cerpen Kehidupan']"
254,"['Cerpen Persahabatan', 'Cerpen Cinta', 'Cerpen Remaja', 'Cerpen Patah Hati']"
255,['Cerpen Remaja']
256,"['Cerpen Cinta', 'Cerpen Keluarga']"
257,"['Cerpen Anak', 'Cerpen Keluarga']"
258,"['Cerpen Remaja', 'Cerpen Cinta', 'Cerpen Persahabatan']"
259,"['Cerpen Persahabatan', 'Cerpen Cinta', 'Cerpen Remaja']"
260,[]
261,[]
262,"['Cerpen Cinta', 'Cerpen Remaja', 'Cerpen Persahabatan']"
263,"['Cerpen Anak', 'Cerpen Kehidupan', 'Cerpen Fantasi (Fiksi)', 'Cerpen Keluarga', 'Cerpen Sedih']"
264,"['Cerpen Cinta Sedih', 'Cerpen Fantasi (Fiksi)', 'Cerpen Sedih', 'Cerpen Cinta']"
265,"['Cerpen Cinta Sedih', 'Cerpen Cinta', 'Cerpen Patah Hati']"
266,"['Cerpen Cinta Sedih', 'Cerpen Persahabatan', 'Cerpen Cinta', 'Cerpen Patah Hati', 'Cerpen Remaja']"
267,"['Cerpen Anak', 'Cerpen Patah Hati', 'Cerpen Remaja']"
268,['Cerpen Keluarga']
269,"['Cerpen Persahabatan', 'Cerpen Cinta', 'Cerpen Remaja']"
270,"['Cerpen Fantasi (Fiksi)', 'Cerpen Cinta']"
271,"['Cerpen Anak', 'Cerpen Fantasi (Fiksi)']"
272,"['Cerpen Keluarga', 'Cerpen Cinta Sedih']"
273,"['Cerpen Remaja', 'Cerpen Cinta']"
274,"['Cerpen Anak', 'Cerpen Persahabatan', 'Cerpen Remaja', 'Cerpen Cinta']"
275,"['Cerpen Remaja', 'Cerpen Cinta', 'Cerpen Persahabatan']"
276,"['Cerpen Anak', 'Cerpen Remaja', 'Cerpen Cinta', 'Cerpen Persahabatan']"
277,"['Cerpen Anak', 'Cerpen Keluarga', 'Cerpen Sedih']"
278,[]
279,"['Cerpen Kehidupan', 'Cerpen Fantasi (Fiksi)']"
280,"['Cerpen Remaja', 'Cerpen Anak', 'Cerpen Cinta Sedih', 'Cerpen Sedih']"
281,"['Cerpen Sedih', 'Cerpen Remaja', 'Cerpen Persahabatan']"
282,"['Cerpen Anak', 'Cerpen Kehidupan', 'Cerpen Fantasi (Fiksi)', 'Cerpen Keluarga', 'Cerpen Persahabatan', 'Cerpen Sedih', 'Cerpen Remaja']"
283,"['Cerpen Cinta Sedih', 'Cerpen Persahabatan']"
284,"['Cerpen Sedih', 'Cerpen Keluarga', 'Cerpen Cinta Sedih']"
285,"['Cerpen Keluarga', 'Cerpen Sedih']"
286,"['Cerpen Anak', 'Cerpen Kehidupan', 'Cerpen Sedih']"
287,"['Cerpen Anak', 'Cerpen Kehidupan', 'Cerpen Keluarga', 'Cerpen Sedih']"
288,"['Cerpen Keluarga', 'Cerpen Sedih', 'Cerpen Cinta Sedih']"
289,"['Cerpen Sedih', 'Cerpen Keluarga']"
290,[]
291,"['Cerpen Kehidupan', 'Cerpen Keluarga', 'Cerpen Sedih', 'Cerpen Cinta Sedih']"
292,"['Cerpen Sedih', 'Cerpen Persahabatan']"
293,['Cerpen Persahabatan']
294,"['Cerpen Cinta', 'Cerpen Remaja']"
295,"['Cerpen Fantasi (Fiksi)', 'Cerpen Cinta Sedih']"
296,['Cerpen Fantasi (Fiksi)']
297,"['Cerpen Sedih', 'Cerpen Cinta Sedih']"
298,"['Cerpen Kehidupan', 'Cerpen Fantasi (Fiksi)']"
299,"['Cerpen Persahabatan', 'Cerpen Cinta']"
300,[]
301,"['Cerpen Anak', 'Cerpen Fantasi (Fiksi)']"
302,['Cerpen Cinta Sedih']
303,"['Cerpen Kehidupan', 'Cerpen Keluarga', 'Cerpen Sedih']"
304,"['Cerpen Remaja', 'Cerpen Cinta']"
305,"['Cerpen Anak', 'Cerpen Persahabatan']"
306,"['Cerpen Cinta Sedih', 'Cerpen Cinta']"
307,"['Cerpen Persahabatan', 'Cerpen Sedih']"
308,"['Cerpen Persahabatan', 'Cerpen Cinta', 'Cerpen Remaja']"
309,"['Cerpen Cinta Sedih', 'Cerpen Cinta']"
310,['Cerpen Kehidupan']
311,[]
312,"['Cerpen Keluarga', 'Cerpen Sedih', 'Cerpen Kehidupan']"
313,"['Cerpen Persahabatan', 'Cerpen Cinta']"
314,"['Cerpen Persahabatan', 'Cerpen Keluarga', 'Cerpen Sedih']"
315,"['Cerpen Cinta', 'Cerpen Remaja', 'Cerpen Patah Hati', 'Cerpen Persahabatan']"
316,"['Cerpen Keluarga', 'Cerpen Sedih']"
317,"['Cerpen Cinta Sedih', 'Cerpen Cinta', 'Cerpen Sedih']"
318,['Cerpen Remaja']
319,"['Cerpen Anak', 'Cerpen Persahabatan', 'Cerpen Keluarga', 'Cerpen Sedih', 'Cerpen Remaja']"
320,"['Cerpen Remaja', 'Cerpen Cinta']"
321,['Cerpen Kehidupan']
322,"['Cerpen Keluarga', 'Cerpen Sedih']"
323,"['Cerpen Cinta', 'Cerpen Remaja']"
324,['Cerpen Remaja']
325,"['Cerpen Persahabatan', 'Cerpen Cinta', 'Cerpen Remaja']"
326,"['Cerpen Fantasi (Fiksi)', 'Cerpen Anak']"
327,"['Cerpen Keluarga', 'Cerpen Sedih']"
328,"['Cerpen Cinta Sedih', 'Cerpen Cinta']"
329,"['Cerpen Cinta', 'Cerpen Remaja']"
330,"['Cerpen Anak', 'Cerpen Kehidupan', 'Cerpen Keluarga', 'Cerpen Sedih']"
331,"['Cerpen Cinta', 'Cerpen Cinta Sedih']"
332,"['Cerpen Persahabatan', 'Cerpen Cinta', 'Cerpen Remaja', 'Cerpen Cinta Sedih']"
333,"['Cerpen Persahabatan', 'Cerpen Remaja', 'Cerpen Sedih', 'Cerpen Cinta']"
334,"['Cerpen Kehidupan', 'Cerpen Fantasi (Fiksi)']"
335,"['Cerpen Persahabatan', 'Cerpen Remaja', 'Cerpen Patah Hati']"
336,['Cerpen Remaja']
337,[]
338,['Cerpen Cinta Sedih']
339,"['Cerpen Cinta Sedih', 'Cerpen Anak', 'Cerpen Persahabatan', 'Cerpen Sedih', 'Cerpen Keluarga', 'Cerpen Remaja']"
340,[]
341,['Cerpen Kehidupan']
342,"['Cerpen Kehidupan', 'Cerpen Keluarga']"
343,"['Cerpen Cinta Sedih', 'Cerpen Patah Hati', 'Cerpen Cinta']"
344,"['Cerpen Kehidupan', 'Cerpen Keluarga', 'Cerpen Sedih']"
345,"['Cerpen Cinta Sedih', 'Cerpen Patah Hati']"
346,[]
347,['Cerpen Remaja']
348,"['Cerpen Kehidupan', 'Cerpen Fantasi (Fiksi)', 'Cerpen Keluarga', 'Cerpen Sedih']"
349,"['Cerpen Remaja', 'Cerpen Cinta']"
350,"['Cerpen Cinta', 'Cerpen Remaja']"
351,"['Cerpen Kehidupan', 'Cerpen Fantasi (Fiksi)', 'Cerpen Keluarga', 'Cerpen Sedih']"
352,['Cerpen Fantasi (Fiksi)']
353,"['Cerpen Cinta Sedih', 'Cerpen Patah Hati']"
354,[]
355,"['Cerpen Kehidupan', 'Cerpen Fantasi (Fiksi)', 'Cerpen Keluarga', 'Cerpen Sedih']"
356,"['Cerpen Keluarga', 'Cerpen Sedih']"
357,"['Cerpen Keluarga', 'Cerpen Sedih']"
358,"['Cerpen Keluarga', 'Cerpen Sedih']"
359,"['Cerpen Anak', 'Cerpen Fantasi (Fiksi)']"
360,['Cerpen Remaja']
361,"['Cerpen Keluarga', 'Cerpen Fantasi (Fiksi)']"
362,"['Cerpen Cinta', 'Cerpen Remaja']"
363,"['Cerpen Anak', 'Cerpen Persahabatan', 'Cerpen Kehidupan', 'Cerpen Remaja', 'Cerpen Patah Hati', 'Cerpen Keluarga', 'Cerpen Sedih', 'Cerpen Fantasi (Fiksi)', 'Cerpen Cinta Sedih', 'Cerpen Cinta']"
364,"['Cerpen Remaja', 'Cerpen Cinta']"
365,['Cerpen Persahabatan']
366,['Cerpen Remaja']
367,"['Cerpen Cinta Sedih', 'Cerpen Cinta', 'Cerpen Patah Hati']"
368,[]
369,"['Cerpen Cinta Sedih', 'Cerpen Cinta', 'Cerpen Remaja']"
370,"['Cerpen Cinta Sedih', 'Cerpen Patah Hati']"
371,"['Cerpen Cinta Sedih', 'Cerpen Anak', 'Cerpen Persahabatan', 'Cerpen Remaja', 'Cerpen Patah Hati', 'Cerpen Keluarga', 'Cerpen Sedih', 'Cerpen Cinta', 'Cerpen Fantasi (Fiksi)']"
372,"['Cerpen Persahabatan', 'Cerpen Cinta', 'Cerpen Remaja']"
373,"['Cerpen Anak', 'Cerpen Persahabatan', 'Cerpen Remaja']"
374,"['Cerpen Cinta Sedih', 'Cerpen Keluarga']"
375,"['Cerpen Keluarga', 'Cerpen Kehidupan']"
376,"['Cerpen Cinta', 'Cerpen Remaja', 'Cerpen Persahabatan']"
377,['Cerpen Kehidupan']
378,"['Cerpen Keluarga', 'Cerpen Sedih']"
379,"['Cerpen Cinta Sedih', 'Cerpen Cinta', 'Cerpen Remaja']"
380,"['Cerpen Keluarga', 'Cerpen Sedih', 'Cerpen Cinta Sedih']"
381,"['Cerpen Cinta Sedih', 'Cerpen Cinta', 'Cerpen Patah Hati']"
382,['Cerpen Fantasi (Fiksi)']
383,"['Cerpen Persahabatan', 'Cerpen Remaja']"
384,[]
385,['Cerpen Cinta Sedih']
386,"['Cerpen Cinta Sedih', 'Cerpen Cinta']"
387,"['Cerpen Cinta Sedih', 'Cerpen Patah Hati']"
388,"['Cerpen Keluarga', 'Cerpen Sedih']"
389,"['Cerpen Cinta', 'Cerpen Remaja', 'Cerpen Persahabatan']"
390,"['Cerpen Cinta', 'Cerpen Remaja']"
391,['Cerpen Cinta']
392,"['Cerpen Anak', 'Cerpen Remaja']"
393,"['Cerpen Cinta Sedih', 'Cerpen Kehidupan', 'Cerpen Keluarga', 'Cerpen Sedih']"
394,"['Cerpen Keluarga', 'Cerpen Sedih']"
395,['Cerpen Persahabatan']
396,['Cerpen Remaja']
397,[]
398,"['Cerpen Remaja', 'Cerpen Persahabatan']"
399,"['Cerpen Cinta', 'Cerpen Remaja']"
400,"['Cerpen Kehidupan', 'Cerpen Fantasi (Fiksi)', 'Cerpen Keluarga']"
401,"['Cerpen Keluarga', 'Cerpen Sedih']"
402,"['Cerpen Cinta Sedih', 'Cerpen Patah Hati', 'Cerpen Cinta']"
403,"['Cerpen Cinta', 'Cerpen Remaja', 'Cerpen Persahabatan']"
404,"['Cerpen Persahabatan', 'Cerpen Remaja']"
405,['Cerpen Cinta Sedih']
406,"['Cerpen Persahabatan', 'Cerpen Remaja']"
407,"['Cerpen Remaja', 'Cerpen Patah Hati', 'Cerpen Persahabatan']"
408,"['Cerpen Cinta Sedih', 'Cerpen Patah Hati', 'Cerpen Cinta']"
409,"['Cerpen Anak', 'Cerpen Persahabatan', 'Cerpen Remaja']"
410,"['Cerpen Remaja', 'Cerpen Persahabatan']"
411,[]
412,"['Cerpen Remaja', 'Cerpen Persahabatan']"
413,"['Cerpen Cinta', 'Cerpen Remaja', 'Cerpen Persahabatan']"
414,"['Cerpen Persahabatan', 'Cerpen Remaja', 'Cerpen Anak']"
415,[]
416,"['Cerpen Anak', 'Cerpen Fantasi (Fiksi)', 'Cerpen Keluarga', 'Cerpen Kehidupan']"
417,"['Cerpen Persahabatan', 'Cerpen Cinta', 'Cerpen Remaja', 'Cerpen Patah Hati']"
418,"['Cerpen Keluarga', 'Cerpen Sedih']"
419,[]
420,"['Cerpen Keluarga', 'Cerpen Sedih']"
421,"['Cerpen Cinta Sedih', 'Cerpen Cinta', 'Cerpen Patah Hati']"
422,"['Cerpen Persahabatan', 'Cerpen Remaja']"
423,"['Cerpen Cinta', 'Cerpen Patah Hati', 'Cerpen Remaja']"
424,"['Cerpen Cinta Sedih', 'Cerpen Persahabatan', 'Cerpen Remaja']"
425,[]
426,"['Cerpen Anak', 'Cerpen Kehidupan', 'Cerpen Fantasi (Fiksi)', 'Cerpen Remaja', 'Cerpen Keluarga', 'Cerpen Sedih']"
427,['Cerpen Keluarga']
428,[]
429,"['Cerpen Anak', 'Cerpen Persahabatan', 'Cerpen Fantasi (Fiksi)']"
430,"['Cerpen Cinta', 'Cerpen Remaja', 'Cerpen Persahabatan']"
431,"['Cerpen Anak', 'Cerpen Persahabatan']"
432,['Cerpen Cinta Sedih']
433,"['Cerpen Keluarga', 'Cerpen Sedih']"
434,[]
435,[]
436,"['Cerpen Keluarga', 'Cerpen Sedih']"
437,[]
438,"['Cerpen Cinta Sedih', 'Cerpen Cinta']"
439,"['Cerpen Persahabatan', 'Cerpen Cinta', 'Cerpen Remaja']"
440,"['Cerpen Cinta', 'Cerpen Cinta Sedih']"
441,['Cerpen Remaja']
442,['Cerpen Persahabatan']
443,['Cerpen Fantasi (Fiksi)']
444,"['Cerpen Cinta', 'Cerpen Remaja', 'Cerpen Patah Hati']"
445,[]
446,['Cerpen Remaja']
447,['Cerpen Cinta Sedih']
